pathway	collection	comparison	method	source	rank_metric	ES	NES	pvalue	padj	FWER	size	output_label	report_side	source_file	rank_at_max	leading_edge	core_enrichment	direction	significant_fdr_0_25	significant_fdr_0_05
GOBP_RESPONSE_TO_GONADOTROPIN	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4895899	-1.550807	0.02972399	0.11974136	1	23	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2246	tags=30%, list=12%, signal=35%		negative	TRUE	FALSE
GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.43334663	-1.5503819	0.022727273	0.11977084	1	33	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4541	tags=45%, list=25%, signal=61%		negative	TRUE	FALSE
GOBP_POSITIVE_REGULATION_OF_SPINDLE_CHECKPOINT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.48559135	-1.5508838	0.02811245	0.12001553	1	20	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	1387	tags=35%, list=8%, signal=38%		negative	TRUE	FALSE
GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.51518196	-1.5512365	0.032323234	0.12001648	1	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6276	tags=59%, list=35%, signal=90%		negative	TRUE	FALSE
GOBP_RRNA_MODIFICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.44743913	-1.5490566	0.021052632	0.120315894	1	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3730	tags=38%, list=21%, signal=48%		negative	TRUE	FALSE
GOBP_SYNAPTONEMAL_COMPLEX_ORGANIZATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5190804	-1.5493627	0.029411765	0.12038018	1	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	1203	tags=35%, list=7%, signal=38%		negative	TRUE	FALSE
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2977599	-1.547561	0	0.1213701	1	308	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3558	tags=30%, list=20%, signal=36%		negative	TRUE	FALSE
GOBP_REGENERATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.31841996	-1.5461438	0	0.12138731	1	158	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2488	tags=23%, list=14%, signal=26%		negative	TRUE	FALSE
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.32262588	-1.5471512	0.002079002	0.12139921	1	164	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3807	tags=34%, list=21%, signal=42%		negative	TRUE	FALSE
GOBP_RESPONSE_TO_IONIZING_RADIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3364295	-1.546407	0	0.12147093	1	122	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4340	tags=38%, list=24%, signal=49%		negative	TRUE	FALSE
GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.44583806	-1.5467099	0.03869654	0.121504985	1	30	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4912	tags=40%, list=27%, signal=55%		negative	TRUE	FALSE
GOBP_NUCLEAR_EXPORT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3218734	-1.5455312	0.002004008	0.1217244	1	156	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5450	tags=42%, list=30%, signal=59%		negative	TRUE	FALSE
GOBP_GRANULOCYTE_MIGRATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.32828343	-1.5450631	0.0020876827	0.12181427	1	135	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4207	tags=37%, list=23%, signal=48%		negative	TRUE	FALSE
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.44357425	-1.5439014	0.021611001	0.12260552	1	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4175	tags=45%, list=23%, signal=58%		negative	TRUE	FALSE
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3593699	-1.5427718	0.013487476	0.12294985	1	83	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3843	tags=36%, list=21%, signal=46%		negative	TRUE	FALSE
GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3926213	-1.5418495	0.021072797	0.12308201	1	51	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5935	tags=53%, list=33%, signal=78%		negative	TRUE	FALSE
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.42149425	-1.5428556	0.023255814	0.123203546	1	40	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4173	tags=48%, list=23%, signal=62%		negative	TRUE	FALSE
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4660144	-1.5420302	0.039399624	0.12326345	1	25	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2302	tags=28%, list=13%, signal=32%		negative	TRUE	FALSE
GOBP_RESPONSE_TO_LECTIN	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.48163134	-1.5407835	0.04684318	0.123642705	1	22	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4102	tags=50%, list=23%, signal=65%		negative	TRUE	FALSE
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.40946874	-1.5368854	0.024691358	0.12658212	1	39	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5118	tags=54%, list=28%, signal=75%		negative	TRUE	FALSE
GOBP_NEUTROPHIL_HOMEOSTASIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.48780084	-1.5372697	0.042145595	0.12659375	1	20	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4687	tags=55%, list=26%, signal=74%		negative	TRUE	FALSE
GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.48785904	-1.5355844	0.03869654	0.12732895	1	21	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6982	tags=81%, list=39%, signal=132%		negative	TRUE	FALSE
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.38112247	-1.5343723	0.010080645	0.12749211	1	55	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3149	tags=35%, list=17%, signal=42%		negative	TRUE	FALSE
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.35821575	-1.534594	0.005964215	0.12761088	1	76	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4826	tags=38%, list=27%, signal=52%		negative	TRUE	FALSE
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.30155724	-1.5347353	0	0.12778895	1	269	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5152	tags=42%, list=28%, signal=58%		negative	TRUE	FALSE
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.30480102	-1.5323007	0	0.12913284	1	240	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4464	tags=39%, list=25%, signal=51%		negative	TRUE	FALSE
GOBP_DRINKING_BEHAVIOR	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5109297	-1.5317628	0.06029106	0.12927032	1	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	127	tags=18%, list=1%, signal=18%		negative	TRUE	FALSE
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.37482536	-1.5304291	0.01026694	0.12995207	1	63	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	1033	tags=21%, list=6%, signal=22%		negative	TRUE	FALSE
GOBP_RNA_SPLICING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.28590372	-1.530584	0	0.13016169	1	391	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5232	tags=38%, list=29%, signal=52%		negative	TRUE	FALSE
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.3857307	1.8238745	0	0.13342163	0.965	152	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3453	tags=37%, list=19%, signal=45%		positive	TRUE	FALSE
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4876404	-1.5253894	0.044265594	0.1334969	1	19	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4988	tags=58%, list=28%, signal=80%		negative	TRUE	FALSE
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.45115322	-1.5263659	0.03187251	0.13359033	1	26	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4668	tags=42%, list=26%, signal=57%		negative	TRUE	FALSE
GOBP_ASYMMETRIC_CELL_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5022402	-1.5248144	0.046938777	0.13371612	1	18	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2658	tags=44%, list=15%, signal=52%		negative	TRUE	FALSE
GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.35877135	-1.5254875	0.016161617	0.1337571	1	72	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5062	tags=46%, list=28%, signal=63%		negative	TRUE	FALSE
GOBP_RESPONSE_TO_VIRUS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.28552106	-1.5257171	0.0021321962	0.13386211	1	376	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4272	tags=34%, list=24%, signal=43%		negative	TRUE	FALSE
GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6383586	1.8144608	0.0058252425	0.13396582	0.974	15	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1198	tags=33%, list=7%, signal=36%		positive	TRUE	FALSE
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.45176503	-1.5241394	0.03359684	0.13409908	1	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5311	tags=52%, list=29%, signal=73%		negative	TRUE	FALSE
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.43133083	1.818266	0	0.1346182	0.972	78	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2488	tags=35%, list=14%, signal=40%		positive	TRUE	FALSE
GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5064211	-1.5223076	0.049808428	0.1355299	1	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2246	tags=35%, list=12%, signal=40%		negative	TRUE	FALSE
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5224533	-1.5212752	0.033333335	0.13624282	1	16	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5387	tags=63%, list=30%, signal=89%		negative	TRUE	FALSE
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.39724082	-1.5183456	0.022540983	0.1381683	1	45	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5095	tags=47%, list=28%, signal=65%		negative	TRUE	FALSE
GOBP_NATURAL_KILLER_CELL_PROLIFERATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.514558	-1.5187687	0.03807615	0.13847986	1	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5072	tags=65%, list=28%, signal=90%		negative	TRUE	FALSE
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3583306	-1.518365	0.008032128	0.1384944	1	75	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5145	tags=52%, list=28%, signal=72%		negative	TRUE	FALSE
GOBP_SYMBIONT_ENTRY_INTO_HOST	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3291545	-1.5170257	0.0042918455	0.13871437	1	119	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5322	tags=43%, list=29%, signal=60%		negative	TRUE	FALSE
GOBP_INTERLEUKIN_10_PRODUCTION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3735255	-1.5173826	0.009708738	0.13874088	1	62	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5079	tags=53%, list=28%, signal=74%		negative	TRUE	FALSE
GOBP_TELOMERE_ORGANIZATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3167802	-1.5152116	0.006198347	0.14027873	1	151	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5350	tags=40%, list=30%, signal=56%		negative	TRUE	FALSE
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.4135634	1.8064759	0	0.14061253	0.985	86	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4013	tags=42%, list=22%, signal=54%		positive	TRUE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.28506422	-1.513988	0	0.14111204	1	359	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5152	tags=41%, list=28%, signal=56%		negative	TRUE	FALSE
GOBP_REGULATION_OF_DNA_BINDING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41377112	-1.512598	0.031128405	0.14209642	1	38	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5040	tags=58%, list=28%, signal=80%		negative	TRUE	FALSE
GOBP_ACUTE_PHASE_RESPONSE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.40338778	-1.512159	0.033797216	0.14219466	1	40	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5465	tags=55%, list=30%, signal=79%		negative	TRUE	FALSE
GOBP_POLYAMINE_METABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.49678582	-1.5100878	0.046184737	0.14394645	1	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2243	tags=29%, list=12%, signal=34%		negative	TRUE	FALSE
GOBP_NEUTROPHIL_CHEMOTAXIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.35397208	-1.5078406	0.014799154	0.14599717	1	75	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5346	tags=49%, list=29%, signal=70%		negative	TRUE	FALSE
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.44670126	-1.5038635	0.03869654	0.14998724	1	27	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5052	tags=59%, list=28%, signal=82%		negative	TRUE	FALSE
GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.32960778	-1.5026109	0.010351967	0.15013866	1	116	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3754	tags=35%, list=21%, signal=44%		negative	TRUE	FALSE
GOBP_GLIAL_CELL_DIFFERENTIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2968995	-1.5027905	0	0.15029965	1	230	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2977	tags=25%, list=16%, signal=30%		negative	TRUE	FALSE
GOBP_ALPHA_BETA_T_CELL_ACTIVATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.30053845	-1.5028424	0	0.15062925	1	205	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6153	tags=52%, list=34%, signal=78%		negative	TRUE	FALSE
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.34185982	-1.4962549	0.010683761	0.15219682	1	90	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5465	tags=43%, list=30%, signal=62%		negative	TRUE	FALSE
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.49957487	-1.4972332	0.042105265	0.1522793	1	18	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5142	tags=50%, list=28%, signal=70%		negative	TRUE	FALSE
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.40101984	-1.4964002	0.029880479	0.15242076	1	42	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4700	tags=48%, list=26%, signal=64%		negative	TRUE	FALSE
GOBP_ASTROCYTE_DIFFERENTIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.34912443	-1.4973605	0.012170386	0.1525203	1	81	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2658	tags=27%, list=15%, signal=32%		negative	TRUE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.47699583	-1.4976636	0.050200805	0.15258524	1	22	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=41%, list=14%, signal=48%		negative	TRUE	FALSE
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.27949226	-1.4979506	0	0.15262374	1	393	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3166	tags=26%, list=17%, signal=30%		negative	TRUE	FALSE
